driver,team,lap,lap_time_s,compound,tyre_age,stint,pit_in,pit_out,track_status,position,accurate,clean
LIN,Racing Bulls,11,96.093,MEDIUM,11.0,1.0,False,False,1,9.0,True,True
LIN,Racing Bulls,12,95.905,MEDIUM,12.0,1.0,False,False,1,9.0,True,True
LIN,Racing Bulls,13,96.167,MEDIUM,13.0,1.0,False,False,1,9.0,True,True
LIN,Racing Bulls,14,95.72,MEDIUM,14.0,1.0,False,False,1,9.0,True,True
LIN,Racing Bulls,15,95.448,MEDIUM,15.0,1.0,False,False,1,9.0,True,True
LIN,Racing Bulls,16,95.99,MEDIUM,16.0,1.0,False,False,1,9.0,True,True
LIN,Racing Bulls,17,95.751,MEDIUM,17.0,1.0,False,False,1,9.0,True,True
LIN,Racing Bulls,18,95.857,MEDIUM,18.0,1.0,False,False,1,9.0,True,True
LIN,Racing Bulls,19,95.923,MEDIUM,19.0,1.0,False,False,1,9.0,True,True
LIN,Racing Bulls,20,95.841,MEDIUM,20.0,1.0,False,False,1,8.0,True,True
LIN,Racing Bulls,21,95.779,MEDIUM,21.0,1.0,False,False,16,8.0,False,False
LIN,Racing Bulls,22,106.791,MEDIUM,22.0,1.0,False,False,671,8.0,False,False
LIN,Racing Bulls,23,96.608,MEDIUM,23.0,1.0,False,False,1,9.0,True,True
LIN,Racing Bulls,24,95.523,MEDIUM,24.0,1.0,False,False,1,9.0,True,True
LIN,Racing Bulls,25,95.82,MEDIUM,25.0,1.0,False,False,1,9.0,True,True
LIN,Racing Bulls,26,95.523,MEDIUM,26.0,1.0,False,False,1,9.0,True,True
LIN,Racing Bulls,27,94.582,MEDIUM,27.0,1.0,True,False,1,9.0,False,False
LIN,Racing Bulls,28,115.314,HARD,1.0,2.0,False,True,1,9.0,False,False
LIN,Racing Bulls,29,93.632,HARD,2.0,2.0,False,False,1,9.0,True,True
LIN,Racing Bulls,30,93.928,HARD,3.0,2.0,False,False,1,9.0,True,True
LIN,Racing Bulls,31,93.748,HARD,4.0,2.0,False,False,1,9.0,True,True
LIN,Racing Bulls,32,93.919,HARD,5.0,2.0,False,False,1,9.0,True,True
LIN,Racing Bulls,33,93.853,HARD,6.0,2.0,False,False,1,9.0,True,True
LIN,Racing Bulls,34,94.074,HARD,7.0,2.0,False,False,1,9.0,True,True
LIN,Racing Bulls,35,94.158,HARD,8.0,2.0,False,False,1,9.0,True,True
LIN,Racing Bulls,36,94.38,HARD,9.0,2.0,False,False,1,9.0,True,True
LIN,Racing Bulls,37,94.247,HARD,10.0,2.0,False,False,1,9.0,True,True
LIN,Racing Bulls,38,113.527,HARD,11.0,2.0,False,False,1267,9.0,False,False
LIN,Racing Bulls,39,97.215,HARD,12.0,2.0,False,False,71,9.0,False,False
LIN,Racing Bulls,40,94.136,HARD,13.0,2.0,False,False,1,9.0,True,True
LIN,Racing Bulls,41,94.369,HARD,14.0,2.0,False,False,1,9.0,True,True
LIN,Racing Bulls,42,94.11,HARD,15.0,2.0,False,False,1,9.0,True,True
LIN,Racing Bulls,43,94.576,HARD,16.0,2.0,False,False,1,9.0,True,True
LIN,Racing Bulls,44,94.327,HARD,17.0,2.0,False,False,1,8.0,True,True
LIN,Racing Bulls,45,94.039,HARD,18.0,2.0,False,False,1,8.0,True,True
LIN,Racing Bulls,46,94.257,HARD,19.0,2.0,False,False,1,8.0,True,True
LIN,Racing Bulls,47,104.765,HARD,20.0,2.0,True,False,124,7.0,False,False
LIN,Racing Bulls,48,145.651,SOFT,4.0,3.0,False,True,4,7.0,False,False
LIN,Racing Bulls,49,106.269,SOFT,5.0,3.0,False,False,4,7.0,False,False
LIN,Racing Bulls,50,133.907,SOFT,6.0,3.0,False,False,4,7.0,False,False
LIN,Racing Bulls,51,,SOFT,7.0,3.0,False,False,4,7.0,False,False
LIN,Racing Bulls,52,141.471,SOFT,8.0,3.0,False,False,4,7.0,False,False
COL,Alpine,1,106.174,MEDIUM,1.0,1.0,False,False,12,16.0,False,False
COL,Alpine,2,97.205,MEDIUM,2.0,1.0,False,False,12,14.0,True,False
COL,Alpine,3,96.677,MEDIUM,3.0,1.0,False,False,1,14.0,True,True
COL,Alpine,4,96.311,MEDIUM,4.0,1.0,False,False,1,14.0,True,True
COL,Alpine,5,96.694,MEDIUM,5.0,1.0,False,False,1,13.0,True,True
COL,Alpine,6,97.119,MEDIUM,6.0,1.0,False,False,1,13.0,True,True
COL,Alpine,7,96.459,MEDIUM,7.0,1.0,False,False,1,13.0,True,True
COL,Alpine,8,97.208,MEDIUM,8.0,1.0,False,False,1,13.0,True,True
COL,Alpine,9,96.548,MEDIUM,9.0,1.0,False,False,1,12.0,True,True
COL,Alpine,10,97.468,MEDIUM,10.0,1.0,False,False,1,12.0,True,True
COL,Alpine,11,96.477,MEDIUM,11.0,1.0,False,False,1,12.0,True,True
COL,Alpine,12,96.843,MEDIUM,12.0,1.0,False,False,1,12.0,True,True
COL,Alpine,13,96.073,MEDIUM,13.0,1.0,False,False,1,12.0,True,True
COL,Alpine,14,95.917,MEDIUM,14.0,1.0,False,False,1,12.0,True,True
COL,Alpine,15,95.857,MEDIUM,15.0,1.0,False,False,1,12.0,True,True
COL,Alpine,16,96.579,MEDIUM,16.0,1.0,False,False,1,12.0,True,True
COL,Alpine,17,96.239,MEDIUM,17.0,1.0,False,False,1,12.0,True,True
COL,Alpine,18,96.248,MEDIUM,18.0,1.0,False,False,1,12.0,True,True
COL,Alpine,19,96.072,MEDIUM,19.0,1.0,False,False,1,12.0,True,True
COL,Alpine,20,95.78,MEDIUM,20.0,1.0,False,False,1,12.0,True,True
COL,Alpine,21,100.468,MEDIUM,21.0,1.0,False,False,16,12.0,False,False
COL,Alpine,22,99.303,MEDIUM,22.0,1.0,True,False,671,12.0,False,False
COL,Alpine,23,116.744,HARD,1.0,2.0,False,True,1,13.0,False,False
COL,Alpine,24,94.712,HARD,2.0,2.0,False,False,1,11.0,True,True
COL,Alpine,25,94.281,HARD,3.0,2.0,False,False,1,11.0,True,True
COL,Alpine,26,94.712,HARD,4.0,2.0,False,False,1,11.0,True,True
COL,Alpine,27,94.61,HARD,5.0,2.0,False,False,1,11.0,True,True
COL,Alpine,28,94.652,HARD,6.0,2.0,False,False,1,11.0,True,True
COL,Alpine,29,94.868,HARD,7.0,2.0,False,False,1,11.0,True,True
COL,Alpine,30,94.744,HARD,8.0,2.0,False,False,1,11.0,True,True
COL,Alpine,31,95.017,HARD,9.0,2.0,False,False,1,11.0,True,True
COL,Alpine,32,96.267,HARD,10.0,2.0,False,False,1,11.0,True,True
COL,Alpine,33,95.319,HARD,11.0,2.0,False,False,1,11.0,True,True
COL,Alpine,34,95.707,HARD,12.0,2.0,False,False,1,11.0,True,True
COL,Alpine,35,95.458,HARD,13.0,2.0,False,False,1,11.0,True,True
COL,Alpine,36,95.137,HARD,14.0,2.0,False,False,1,11.0,True,True
COL,Alpine,37,94.759,HARD,15.0,2.0,False,False,12,11.0,True,False
COL,Alpine,38,117.349,HARD,16.0,2.0,False,False,2671,11.0,False,False
COL,Alpine,39,94.609,HARD,17.0,2.0,False,False,1,11.0,True,True
COL,Alpine,40,94.765,HARD,18.0,2.0,False,False,1,11.0,True,True
COL,Alpine,41,94.718,HARD,19.0,2.0,False,False,1,11.0,True,True
COL,Alpine,42,94.624,HARD,20.0,2.0,False,False,1,11.0,True,True
COL,Alpine,43,94.785,HARD,21.0,2.0,False,False,1,11.0,True,True
COL,Alpine,44,94.432,HARD,22.0,2.0,False,False,1,11.0,True,True
COL,Alpine,45,94.565,HARD,23.0,2.0,False,False,1,11.0,True,True
COL,Alpine,46,94.87,HARD,24.0,2.0,False,False,1,11.0,True,True
COL,Alpine,47,112.11,HARD,25.0,2.0,True,False,124,10.0,False,False
COL,Alpine,48,142.491,SOFT,1.0,3.0,False,True,4,11.0,False,False
COL,Alpine,49,106.198,SOFT,2.0,3.0,False,False,4,10.0,False,False
COL,Alpine,50,109.756,SOFT,3.0,3.0,False,False,4,10.0,False,False
COL,Alpine,51,,SOFT,4.0,3.0,False,False,4,10.0,False,False
COL,Alpine,52,139.959,SOFT,5.0,3.0,False,False,4,10.0,False,False
HAM,Ferrari,1,96.912,MEDIUM,1.0,1.0,False,False,12,2.0,False,False
HAM,Ferrari,2,94.226,MEDIUM,2.0,1.0,False,False,12,2.0,True,False
HAM,Ferrari,3,94.05,MEDIUM,3.0,1.0,False,False,1,2.0,True,True
HAM,Ferrari,4,93.943,MEDIUM,4.0,1.0,False,False,1,2.0,True,True
HAM,Ferrari,5,94.755,MEDIUM,5.0,1.0,False,False,1,2.0,True,True
HAM,Ferrari,6,94.672,MEDIUM,6.0,1.0,False,False,1,2.0,True,True
HAM,Ferrari,7,94.735,MEDIUM,7.0,1.0,False,False,1,2.0,True,True
HAM,Ferrari,8,94.651,MEDIUM,8.0,1.0,False,False,1,2.0,True,True
HAM,Ferrari,9,95.009,MEDIUM,9.0,1.0,False,False,1,2.0,True,True
HAM,Ferrari,10,94.986,MEDIUM,10.0,1.0,False,False,1,2.0,True,True
HAM,Ferrari,11,95.741,MEDIUM,11.0,1.0,False,False,1,3.0,True,True
HAM,Ferrari,12,94.641,MEDIUM,12.0,1.0,False,False,1,3.0,True,True
HAM,Ferrari,13,94.778,MEDIUM,13.0,1.0,False,False,1,3.0,True,True
HAM,Ferrari,14,94.431,MEDIUM,14.0,1.0,False,False,1,3.0,True,True
HAM,Ferrari,15,94.761,MEDIUM,15.0,1.0,False,False,1,3.0,True,True
HAM,Ferrari,16,95.372,MEDIUM,16.0,1.0,False,False,1,3.0,True,True
HAM,Ferrari,17,95.107,MEDIUM,17.0,1.0,False,False,1,3.0,True,True
HAM,Ferrari,18,94.887,MEDIUM,18.0,1.0,False,False,1,3.0,True,True
HAM,Ferrari,19,94.606,MEDIUM,19.0,1.0,False,False,1,3.0,True,True
HAM,Ferrari,20,94.395,MEDIUM,20.0,1.0,False,False,1,3.0,True,True
HAM,Ferrari,21,94.801,MEDIUM,21.0,1.0,False,False,1,3.0,True,True
HAM,Ferrari,22,104.647,MEDIUM,22.0,1.0,False,False,167,3.0,False,False
HAM,Ferrari,23,94.245,MEDIUM,23.0,1.0,True,False,1,3.0,False,False
HAM,Ferrari,24,119.696,HARD,1.0,2.0,False,True,1,6.0,False,False
HAM,Ferrari,25,92.309,HARD,2.0,2.0,False,False,1,6.0,True,True
HAM,Ferrari,26,92.667,HARD,3.0,2.0,False,False,1,6.0,True,True
HAM,Ferrari,27,92.916,HARD,4.0,2.0,False,False,1,6.0,True,True
HAM,Ferrari,28,92.922,HARD,5.0,2.0,False,False,1,6.0,True,True
HAM,Ferrari,29,94.747,HARD,6.0,2.0,False,False,1,5.0,True,True
HAM,Ferrari,30,93.207,HARD,7.0,2.0,False,False,1,5.0,True,True
HAM,Ferrari,31,94.738,HARD,8.0,2.0,False,False,1,5.0,True,True
HAM,Ferrari,32,93.746,HARD,9.0,2.0,False,False,1,5.0,True,True
HAM,Ferrari,33,93.882,HARD,10.0,2.0,False,False,1,5.0,True,True
HAM,Ferrari,34,93.896,HARD,11.0,2.0,False,False,1,5.0,True,True
HAM,Ferrari,35,94.034,HARD,12.0,2.0,False,False,1,4.0,True,True
HAM,Ferrari,36,93.993,HARD,13.0,2.0,False,False,1,4.0,True,True
HAM,Ferrari,37,93.738,HARD,14.0,2.0,False,False,1,4.0,True,True
HAM,Ferrari,38,99.294,HARD,15.0,2.0,False,False,126,4.0,False,False
HAM,Ferrari,39,111.594,HARD,16.0,2.0,False,False,671,3.0,False,False
HAM,Ferrari,40,93.742,HARD,17.0,2.0,False,False,1,3.0,True,True
HAM,Ferrari,41,93.421,HARD,18.0,2.0,False,False,1,3.0,True,True
HAM,Ferrari,42,93.337,HARD,19.0,2.0,False,False,1,2.0,True,True
HAM,Ferrari,43,93.029,HARD,20.0,2.0,False,False,1,2.0,True,True
HAM,Ferrari,44,93.042,HARD,21.0,2.0,False,False,1,2.0,True,True
HAM,Ferrari,45,92.783,HARD,22.0,2.0,False,False,1,2.0,True,True
HAM,Ferrari,46,92.973,HARD,23.0,2.0,False,False,1,2.0,True,True
HAM,Ferrari,47,93.06,HARD,24.0,2.0,False,False,12,2.0,True,False
HAM,Ferrari,48,121.755,HARD,25.0,2.0,True,False,24,2.0,False,False
HAM,Ferrari,49,149.166,SOFT,4.0,3.0,False,True,4,3.0,False,False
HAM,Ferrari,50,,SOFT,5.0,3.0,False,False,4,3.0,False,False
HAM,Ferrari,51,,SOFT,6.0,3.0,False,False,4,3.0,False,False
HAM,Ferrari,52,143.14,SOFT,7.0,3.0,False,False,4,3.0,False,False
BOR,Audi,1,105.208,MEDIUM,1.0,1.0,False,False,12,13.0,False,False
BOR,Audi,2,96.134,MEDIUM,2.0,1.0,False,False,12,11.0,True,False
BOR,Audi,3,96.169,MEDIUM,3.0,1.0,False,False,1,11.0,True,True
BOR,Audi,4,96.262,MEDIUM,4.0,1.0,False,False,1,11.0,True,True
BOR,Audi,5,96.569,MEDIUM,5.0,1.0,False,False,1,10.0,True,True
BOR,Audi,6,96.503,MEDIUM,6.0,1.0,False,False,1,10.0,True,True
BOR,Audi,7,95.792,MEDIUM,7.0,1.0,False,False,1,10.0,True,True
BOR,Audi,8,95.972,MEDIUM,8.0,1.0,False,False,1,10.0,True,True
BOR,Audi,9,96.141,MEDIUM,9.0,1.0,False,False,1,10.0,True,True
BOR,Audi,10,96.116,MEDIUM,10.0,1.0,False,False,1,10.0,True,True
BOR,Audi,11,95.671,MEDIUM,11.0,1.0,False,False,1,10.0,True,True
BOR,Audi,12,95.88,MEDIUM,12.0,1.0,False,False,1,10.0,True,True
BOR,Audi,13,96.293,MEDIUM,13.0,1.0,False,False,1,10.0,True,True
BOR,Audi,14,95.862,MEDIUM,14.0,1.0,False,False,1,10.0,True,True
BOR,Audi,15,95.766,MEDIUM,15.0,1.0,False,False,1,10.0,True,True
BOR,Audi,16,96.062,MEDIUM,16.0,1.0,False,False,1,10.0,True,True
BOR,Audi,17,95.662,MEDIUM,17.0,1.0,False,False,1,10.0,True,True
BOR,Audi,18,95.885,MEDIUM,18.0,1.0,False,False,1,10.0,True,True
BOR,Audi,19,95.876,MEDIUM,19.0,1.0,False,False,1,10.0,True,True
BOR,Audi,20,96.716,MEDIUM,20.0,1.0,False,False,1,10.0,True,True
BOR,Audi,21,96.56,MEDIUM,21.0,1.0,False,False,16,10.0,False,False
BOR,Audi,22,104.884,MEDIUM,22.0,1.0,False,False,671,10.0,False,False
BOR,Audi,23,95.718,MEDIUM,23.0,1.0,False,False,1,10.0,True,True
BOR,Audi,24,95.663,MEDIUM,24.0,1.0,False,False,1,10.0,True,True
BOR,Audi,25,95.525,MEDIUM,25.0,1.0,False,False,1,10.0,True,True
BOR,Audi,26,95.15,MEDIUM,26.0,1.0,True,False,1,10.0,False,False
BOR,Audi,27,114.633,HARD,1.0,2.0,False,True,1,10.0,False,False
BOR,Audi,28,94.07,HARD,2.0,2.0,False,False,1,10.0,True,True
BOR,Audi,29,93.776,HARD,3.0,2.0,False,False,1,10.0,True,True
BOR,Audi,30,93.65,HARD,4.0,2.0,False,False,1,10.0,True,True
BOR,Audi,31,94.158,HARD,5.0,2.0,False,False,1,10.0,True,True
BOR,Audi,32,94.422,HARD,6.0,2.0,False,False,1,10.0,True,True
BOR,Audi,33,94.652,HARD,7.0,2.0,False,False,1,10.0,True,True
BOR,Audi,34,94.485,HARD,8.0,2.0,False,False,1,10.0,True,True
BOR,Audi,35,94.516,HARD,9.0,2.0,False,False,1,10.0,True,True
BOR,Audi,36,94.588,HARD,10.0,2.0,False,False,1,10.0,True,True
BOR,Audi,37,94.507,HARD,11.0,2.0,False,False,1,10.0,True,True
BOR,Audi,38,114.01,HARD,12.0,2.0,False,False,1267,10.0,False,False
BOR,Audi,39,97.83,HARD,13.0,2.0,False,False,71,10.0,False,False
BOR,Audi,40,94.412,HARD,14.0,2.0,False,False,1,10.0,True,True
BOR,Audi,41,94.648,HARD,15.0,2.0,False,False,1,10.0,True,True
BOR,Audi,42,94.452,HARD,16.0,2.0,False,False,1,10.0,True,True
BOR,Audi,43,94.658,HARD,17.0,2.0,False,False,1,10.0,True,True
BOR,Audi,44,94.402,HARD,18.0,2.0,False,False,1,9.0,True,True
BOR,Audi,45,94.239,HARD,19.0,2.0,False,False,1,9.0,True,True
BOR,Audi,46,94.538,HARD,20.0,2.0,False,False,1,9.0,True,True
BOR,Audi,47,106.046,HARD,21.0,2.0,True,False,124,8.0,False,False
BOR,Audi,48,142.964,SOFT,1.0,3.0,False,True,4,8.0,False,False
BOR,Audi,49,103.684,SOFT,2.0,3.0,False,False,4,8.0,False,False
BOR,Audi,50,132.538,SOFT,3.0,3.0,False,False,4,8.0,False,False
BOR,Audi,51,,SOFT,4.0,3.0,False,False,4,8.0,False,False
BOR,Audi,52,140.723,SOFT,5.0,3.0,False,False,4,8.0,False,False
SAI,Williams,1,103.989,MEDIUM,1.0,1.0,False,False,12,10.0,False,False
SAI,Williams,2,96.527,MEDIUM,2.0,1.0,False,False,12,10.0,True,False
SAI,Williams,3,96.47,MEDIUM,3.0,1.0,False,False,1,10.0,True,True
SAI,Williams,4,96.292,MEDIUM,4.0,1.0,False,False,1,10.0,True,True
SAI,Williams,5,98.075,MEDIUM,5.0,1.0,False,False,1,11.0,True,True
SAI,Williams,6,97.424,MEDIUM,6.0,1.0,False,False,1,12.0,True,True
SAI,Williams,7,97.155,MEDIUM,7.0,1.0,False,False,1,12.0,True,True
SAI,Williams,8,97.177,MEDIUM,8.0,1.0,False,False,1,12.0,True,True
SAI,Williams,9,97.749,MEDIUM,9.0,1.0,False,False,1,13.0,True,True
SAI,Williams,10,97.881,MEDIUM,10.0,1.0,False,False,1,13.0,True,True
SAI,Williams,11,96.954,MEDIUM,11.0,1.0,False,False,1,13.0,True,True
SAI,Williams,12,96.976,MEDIUM,12.0,1.0,False,False,1,13.0,True,True
SAI,Williams,13,96.635,MEDIUM,13.0,1.0,False,False,1,13.0,True,True
SAI,Williams,14,96.051,MEDIUM,14.0,1.0,False,False,1,13.0,True,True
SAI,Williams,15,96.383,MEDIUM,15.0,1.0,False,False,1,13.0,True,True
SAI,Williams,16,96.554,MEDIUM,16.0,1.0,False,False,1,13.0,True,True
SAI,Williams,17,96.586,MEDIUM,17.0,1.0,False,False,1,13.0,True,True
SAI,Williams,18,96.657,MEDIUM,18.0,1.0,False,False,1,13.0,True,True
SAI,Williams,19,96.288,MEDIUM,19.0,1.0,False,False,1,13.0,True,True
SAI,Williams,20,95.516,MEDIUM,20.0,1.0,True,False,1,13.0,False,False
SAI,Williams,21,125.649,HARD,1.0,2.0,False,True,167,16.0,False,False
SAI,Williams,22,95.449,HARD,2.0,2.0,False,False,1,14.0,True,True
SAI,Williams,23,94.923,HARD,3.0,2.0,False,False,1,14.0,True,True
SAI,Williams,24,96.537,HARD,4.0,2.0,False,False,1,13.0,True,True
SAI,Williams,25,96.742,HARD,5.0,2.0,False,False,1,15.0,True,True
SAI,Williams,26,95.549,HARD,6.0,2.0,False,False,1,15.0,True,True
SAI,Williams,27,95.707,HARD,7.0,2.0,False,False,1,15.0,True,True
SAI,Williams,28,95.769,HARD,8.0,2.0,False,False,1,14.0,True,True
SAI,Williams,29,95.453,HARD,9.0,2.0,False,False,1,14.0,True,True
SAI,Williams,30,95.522,HARD,10.0,2.0,False,False,1,14.0,True,True
SAI,Williams,31,95.62,HARD,11.0,2.0,False,False,1,14.0,True,True
SAI,Williams,32,97.184,HARD,12.0,2.0,False,False,1,14.0,True,True
SAI,Williams,33,96.566,HARD,13.0,2.0,False,False,1,15.0,True,True
SAI,Williams,34,97.358,HARD,14.0,2.0,False,False,1,15.0,True,True
SAI,Williams,35,95.775,HARD,15.0,2.0,False,False,1,14.0,True,True
SAI,Williams,36,96.697,HARD,16.0,2.0,False,False,1,14.0,True,True
SAI,Williams,37,96.901,HARD,17.0,2.0,False,False,12,13.0,True,False
SAI,Williams,38,119.393,HARD,18.0,2.0,False,False,2671,13.0,False,False
SAI,Williams,39,95.26,HARD,19.0,2.0,False,False,1,13.0,True,True
SAI,Williams,40,95.542,HARD,20.0,2.0,False,False,1,13.0,True,True
SAI,Williams,41,95.553,HARD,21.0,2.0,False,False,1,13.0,True,True
SAI,Williams,42,95.085,HARD,22.0,2.0,False,False,1,13.0,True,True
SAI,Williams,43,95.666,HARD,23.0,2.0,False,False,1,13.0,True,True
SAI,Williams,44,96.988,HARD,24.0,2.0,False,False,1,14.0,True,True
SAI,Williams,45,95.6,HARD,25.0,2.0,False,False,1,14.0,True,True
SAI,Williams,46,96.704,HARD,26.0,2.0,False,False,12,14.0,True,False
SAI,Williams,47,128.204,HARD,27.0,2.0,False,False,24,13.0,False,False
SAI,Williams,48,120.574,HARD,28.0,2.0,True,False,4,12.0,False,False
SAI,Williams,49,,SOFT,1.0,3.0,False,True,4,13.0,False,False
SAI,Williams,50,98.352,SOFT,2.0,3.0,False,False,4,13.0,False,False
SAI,Williams,51,92.734,SOFT,3.0,3.0,False,False,4,13.0,False,False
SAI,Williams,52,125.438,SOFT,4.0,3.0,False,False,4,13.0,False,False
HAD,Red Bull Racing,1,98.756,MEDIUM,1.0,1.0,False,False,12,5.0,False,False
HAD,Red Bull Racing,2,94.945,MEDIUM,2.0,1.0,False,False,12,5.0,True,False
HAD,Red Bull Racing,3,96.372,MEDIUM,3.0,1.0,False,False,1,6.0,True,True
HAD,Red Bull Racing,4,94.846,MEDIUM,4.0,1.0,False,False,1,6.0,True,True
HAD,Red Bull Racing,5,95.002,MEDIUM,5.0,1.0,False,False,1,6.0,True,True
HAD,Red Bull Racing,6,94.531,MEDIUM,6.0,1.0,False,False,1,6.0,True,True
HAD,Red Bull Racing,7,94.882,MEDIUM,7.0,1.0,False,False,1,6.0,True,True
HAD,Red Bull Racing,8,95.17,MEDIUM,8.0,1.0,False,False,1,6.0,True,True
HAD,Red Bull Racing,9,95.34,MEDIUM,9.0,1.0,False,False,1,6.0,True,True
HAD,Red Bull Racing,10,95.537,MEDIUM,10.0,1.0,False,False,1,6.0,True,True
HAD,Red Bull Racing,11,95.653,MEDIUM,11.0,1.0,False,False,1,6.0,True,True
HAD,Red Bull Racing,12,95.565,MEDIUM,12.0,1.0,False,False,1,6.0,True,True
HAD,Red Bull Racing,13,95.336,MEDIUM,13.0,1.0,False,False,1,6.0,True,True
HAD,Red Bull Racing,14,95.029,MEDIUM,14.0,1.0,False,False,1,6.0,True,True
HAD,Red Bull Racing,15,95.305,MEDIUM,15.0,1.0,False,False,1,6.0,True,True
HAD,Red Bull Racing,16,95.184,MEDIUM,16.0,1.0,False,False,1,6.0,True,True
HAD,Red Bull Racing,17,95.382,MEDIUM,17.0,1.0,False,False,1,6.0,True,True
HAD,Red Bull Racing,18,95.024,MEDIUM,18.0,1.0,False,False,1,5.0,True,True
HAD,Red Bull Racing,19,94.152,MEDIUM,19.0,1.0,True,False,1,5.0,False,False
HAD,Red Bull Racing,20,117.122,HARD,1.0,2.0,False,True,1,9.0,False,False
HAD,Red Bull Racing,21,94.043,HARD,2.0,2.0,False,False,16,9.0,False,False
HAD,Red Bull Racing,22,105.667,HARD,3.0,2.0,False,False,671,9.0,False,False
HAD,Red Bull Racing,23,94.73,HARD,4.0,2.0,False,False,1,8.0,True,True
HAD,Red Bull Racing,24,94.502,HARD,5.0,2.0,False,False,1,8.0,True,True
HAD,Red Bull Racing,25,94.33,HARD,6.0,2.0,False,False,1,7.0,True,True
HAD,Red Bull Racing,26,94.704,HARD,7.0,2.0,False,False,1,7.0,True,True
HAD,Red Bull Racing,27,94.636,HARD,8.0,2.0,False,False,1,7.0,True,True
HAD,Red Bull Racing,28,94.243,HARD,9.0,2.0,False,False,1,7.0,True,True
HAD,Red Bull Racing,29,93.941,HARD,10.0,2.0,False,False,1,6.0,True,True
HAD,Red Bull Racing,30,94.877,HARD,11.0,2.0,False,False,1,7.0,True,True
HAD,Red Bull Racing,31,94.725,HARD,12.0,2.0,False,False,1,7.0,True,True
HAD,Red Bull Racing,32,94.843,HARD,13.0,2.0,False,False,1,7.0,True,True
HAD,Red Bull Racing,33,94.76,HARD,14.0,2.0,False,False,1,7.0,True,True
HAD,Red Bull Racing,34,94.324,HARD,15.0,2.0,False,False,1,7.0,True,True
HAD,Red Bull Racing,35,94.26,HARD,16.0,2.0,False,False,1,6.0,True,True
HAD,Red Bull Racing,36,94.961,HARD,17.0,2.0,False,False,1,7.0,True,True
HAD,Red Bull Racing,37,94.324,HARD,18.0,2.0,False,False,1,7.0,True,True
HAD,Red Bull Racing,38,102.454,HARD,19.0,2.0,True,False,126,7.0,False,False
HAD,Red Bull Racing,39,123.195,MEDIUM,1.0,3.0,False,True,671,7.0,False,False
HAD,Red Bull Racing,40,92.268,MEDIUM,2.0,3.0,False,False,1,7.0,True,True
HAD,Red Bull Racing,41,92.697,MEDIUM,3.0,3.0,False,False,1,7.0,True,True
HAD,Red Bull Racing,42,92.919,MEDIUM,4.0,3.0,False,False,1,7.0,True,True
HAD,Red Bull Racing,43,92.895,MEDIUM,5.0,3.0,False,False,1,6.0,True,True
HAD,Red Bull Racing,44,92.693,MEDIUM,6.0,3.0,False,False,1,6.0,True,True
HAD,Red Bull Racing,45,92.481,MEDIUM,7.0,3.0,False,False,1,6.0,True,True
HAD,Red Bull Racing,46,93.072,MEDIUM,8.0,3.0,False,False,1,6.0,True,True
HAD,Red Bull Racing,47,97.072,MEDIUM,9.0,3.0,True,False,124,5.0,False,False
HAD,Red Bull Racing,48,144.775,SOFT,4.0,4.0,False,True,4,5.0,False,False
HAD,Red Bull Racing,49,124.842,SOFT,5.0,4.0,False,False,4,5.0,False,False
HAD,Red Bull Racing,50,136.488,SOFT,6.0,4.0,False,False,4,5.0,False,False
HAD,Red Bull Racing,51,,SOFT,7.0,4.0,False,False,4,5.0,False,False
HAD,Red Bull Racing,52,142.241,SOFT,8.0,4.0,False,False,4,5.0,False,False
RUS,Mercedes,1,98.171,MEDIUM,1.0,1.0,False,False,12,4.0,False,False
RUS,Mercedes,2,94.809,MEDIUM,2.0,1.0,False,False,12,4.0,True,False
RUS,Mercedes,3,94.725,MEDIUM,3.0,1.0,False,False,1,4.0,True,True
RUS,Mercedes,4,94.598,MEDIUM,4.0,1.0,False,False,1,4.0,True,True
RUS,Mercedes,5,94.769,MEDIUM,5.0,1.0,False,False,1,4.0,True,True
RUS,Mercedes,6,94.872,MEDIUM,6.0,1.0,False,False,1,4.0,True,True
RUS,Mercedes,7,94.469,MEDIUM,7.0,1.0,False,False,1,4.0,True,True
RUS,Mercedes,8,94.797,MEDIUM,8.0,1.0,False,False,1,4.0,True,True
RUS,Mercedes,9,95.043,MEDIUM,9.0,1.0,False,False,1,4.0,True,True
RUS,Mercedes,10,95.047,MEDIUM,10.0,1.0,False,False,1,4.0,True,True
RUS,Mercedes,11,95.107,MEDIUM,11.0,1.0,False,False,1,4.0,True,True
RUS,Mercedes,12,94.961,MEDIUM,12.0,1.0,False,False,1,4.0,True,True
RUS,Mercedes,13,95.077,MEDIUM,13.0,1.0,False,False,1,4.0,True,True
RUS,Mercedes,14,94.708,MEDIUM,14.0,1.0,False,False,1,4.0,True,True
RUS,Mercedes,15,94.564,MEDIUM,15.0,1.0,False,False,1,4.0,True,True
RUS,Mercedes,16,94.867,MEDIUM,16.0,1.0,False,False,1,4.0,True,True
RUS,Mercedes,17,95.783,MEDIUM,17.0,1.0,False,False,1,5.0,True,True
RUS,Mercedes,18,95.196,MEDIUM,18.0,1.0,False,False,1,4.0,True,True
RUS,Mercedes,19,94.581,MEDIUM,19.0,1.0,False,False,1,4.0,True,True
RUS,Mercedes,20,94.553,MEDIUM,20.0,1.0,False,False,1,4.0,True,True
